PlayerID,errors
2216,4
3309,3
8044,3
4640,3
4779,3
4505,3
4835,2
4601,2
4341,2
2620,2
8045,2
2997,2
1943,2
3170,2
3558,2
5713,2
19600,2
3644,2
6047,2
4664,2
2834,2
4437,2
13822,2
4084,2
3158,2
3613,2
4951,2
4666,2
7114,2
12136,2
4081,1
4916,1
9595,1
8050,1
5810,1
10466,1
4843,1
2651,1
3658,1
4604,1
3010,1
8897,1
4606,1
3719,1
4330,1
4112,1
13957,1
3670,1
4240,1
3156,1
2417,1
5672,1
2932,1
4003,1
2569,1
2148,1
3508,1
15608,1
5861,1
3137,1
2574,1
4813,1
5566,1
3251,1
5375,1
9960,1
3909,1
4179,1
5859,1
20708,1
13795,1
13871,1
5514,1
10420,1
4252,1
4821,1
12512,1
6030,1
2681,1
4852,1
2508,1
4615,1
1353,1
13477,1
4816,1
3999,1
5175,1